Title,Employer,Location,Published,Job Type,URL,Description
phd on safe reinforcement learning in partially observable settings,eindhoven university of technology,The netherlands,Published 6 days ago,PhD,https://academicpositions.com/ad/eindhoven-university-of-technology/2024/phd-on-safe-reinforcement-learning-in-partially-observable-settings/226200,"are you eager to work on ai safety, unleashing the potential of reinforcement learning for production environments?position phd-studentirène curie fellowship nodepartment(s) mathematics and computer sciencefte 1,0date off 22/12/2024reference numbe..."
phd student in detector development,paul scherrer institute (psi),Switzerland,Published 2 weeks ago,PhD,https://academicpositions.com/ad/paul-scherrer-institute/2024/phd-student-in-detector-development/225606,"the paul scherrer institute psi is the largest research institute for natural and engineering sciences within switzerland. we perform cutting-edge research in the fields of future technologies, ene..."
"phd student - department of electromechanical, systems and metal engineering",ghent university,Belgium,Published 2 weeks ago,PhD,https://academicpositions.com/ad/ghent-university/2024/phd-student-department-of-electromechanical-systems-and-metal-engineering/225621,"last application date dec 20, 2024 00:00department tw08 - department of electromechanical, systems and metal engineeringcontract limited durationdegree you hold a master degree in mechanical engineering or equivalent.occupancy rate 100%vacancy typ..."
phd's in “advanced wave engineering for sustainable optical applications (awave)”,university of twente,The netherlands,Published 2 weeks ago,PhD,https://academicpositions.com/ad/university-of-twente/2024/phds-in-advanced-wave-engineering-for-sustainable-optical-applications-awave/225725,job descriptionnwo-funded research program “advanced wave engineering for sustainable optical applications (awave)” addresses optical challenges to enable high-tech optical devices that are energy ...
phd position: solid-state transformers for medium voltage applications,ku leuven,Belgium,Published 2 weeks ago,PhD,https://academicpositions.com/ad/ku-leuven/2024/phd-position-solid-state-transformers-for-medium-voltage-applications/225729,"ku leuven, located in belgium, is among the top european universities, ranked as the top university in the reuters ranking of europe's most innovative universities. ku leuven is a research-intensiv..."
phd in neurodegeneration nomad,university of luxembourg,Luxembourg,Published 2 weeks ago,PhD,https://academicpositions.com/ad/university-of-luxembourg/2024/phd-in-neurodegeneration-nomad/225743,about the lcsbthe university of luxembourg is an international research university with a distinctly multilingual and interdisciplinary character.the luxembourg centre for systems biomedicine (lcsb...
phd in optical satellite communications,university of luxembourg,Luxembourg,Published 2 weeks ago,PhD,https://academicpositions.com/ad/university-of-luxembourg/2024/phd-in-optical-satellite-communications/225744,"about the sntthe university of luxembourg is an international research university with a distinctly multilingual and interdisciplinary character.the interdisciplinary centre for security, reliabili..."
phd candidate in technology with specialization in ict,university of agder (uia),Norway,Published 2 weeks ago,PhD,https://academicpositions.com/ad/university-of-agder-uia/2024/phd-candidate-in-technology-with-specialization-in-ict/225748,"about the positionat the university of agder, faculty of engineering and science, there are two fixed-term positions for doctoral research fellows in technology with specialization in ict. the position is affiliated with the department of ict and ..."
phd position on digital twins for modelling and forecasting induced seismicity,eindhoven university of technology,The netherlands,Published 2 weeks ago,PhD,https://academicpositions.com/ad/eindhoven-university-of-technology/2024/phd-position-on-digital-twins-for-modelling-and-forecasting-induced-seismicity/225763,"position phd-studentirène curie fellowship nodepartment(s) applied physics and science educationfte 1,0date off 19/12/2024reference number v34.7871job descriptionare you inspired by (analogies between) the physics of soft-matter systems and the ph..."
2 phd's on optimizing synchromodal transport networks for construction logistics,eindhoven university of technology,The netherlands,Published 2 weeks ago,PhD,https://academicpositions.com/ad/eindhoven-university-of-technology/2024/2-phds-on-optimizing-synchromodal-transport-networks-for-construction-logistics/225764,"at tu/e, we solicit applications for two phd students who are interested in designing transport networks and associated decision-making algorithms/tools to foster modal shift from road to inland waterways for construction flows.position phd-studen..."
2 phd positions with a focus on accelerating rarefied gas dynamics,eindhoven university of technology,The netherlands,Published 2 weeks ago,PhD,https://academicpositions.com/ad/eindhoven-university-of-technology/2024/2-phd-positions-with-a-focus-on-accelerating-rarefied-gas-dynamics/225765,"position phd-studentirène curie fellowship nodepartment(s) applied physics and science educationfte 1,0date off 19/12/2024reference number v34.7872job descriptionare you inspired by combining physics-based models with machine learning techniques? ..."
phd researcher in educational technology,ku leuven,Belgium,Published 2 weeks ago,PhD,https://academicpositions.com/ad/ku-leuven/2024/phd-researcher-in-educational-technology/225778,"the faculty of psychology and educational sciences at ku leuven campus kulak houses a lot of researchers within the broader topic of educational sciences, methodology, and psychology. the faculty i..."
phd position in dynamic management of multimodal transport networks,ku leuven,Belgium,Published 2 weeks ago,PhD,https://academicpositions.com/ad/ku-leuven/2024/phd-position-in-dynamic-management-of-multimodal-transport-networks/225779,we invite applications for a fully-funded phd position in dynamic management for multimodal transport systems. this position represents an exciting opportunity to join a newly established research ...
phd position in vehicle-infrastructure integration for connected cooperative automated mobility,ku leuven,Belgium,Published 2 weeks ago,PhD,https://academicpositions.com/ad/ku-leuven/2024/phd-position-in-vehicle-infrastructure-integration-for-connected-cooperative-automated-mobility/225780,we invite applications for a fully-funded phd position in dynamic management for multimodal transport systems. this position represents an exciting opportunity to join a newly established research ...
