Title,Employer,Location,Published,Closing In,Job Type,URL,Description
PhD Candidate Physics-Informed Neural Networks for Multi-Hazard Modelling,University of Twente,"Enschede,, The Netherlands",Published 3 weeks ago,Closing on: 2024-12-15,PhD,https://academicpositions.com/ad/university-of-twente/2024/phd-candidate-physics-informed-neural-networks-for-multi-hazard-modelling/225413,"Job descriptionNatural hazards such as earthquakes, floods, and landslides pose significant risks to human populations, infrastructure, and ecosystems. These hazards rarely occur in isolation; they..."
PhD position on multimodal information fusion in dynamic environments,University of Twente,"Enschede,, The Netherlands",Published 3 weeks ago,Closing on: 2025-01-05,PhD,https://academicpositions.com/ad/university-of-twente/2024/phd-position-on-multimodal-information-fusion-in-dynamic-environments/225414,Job descriptionThe Pervasive Systems research group at the University of Twente is looking for a highly motivated PhD candidate to perform research and development on integrating heterogeneous info...
PhD position in Genomics of structural heart defects,KU Leuven,"Leuven,, Belgium",Published 3 weeks ago,Closing on: 2024-12-09,PhD,https://academicpositions.com/ad/ku-leuven/2024/phd-position-in-genomics-of-structural-heart-defects/225416,We seek a motivated PhD researcher to join the ‘DeepHeartNet’ project. This project is aimed at characterizing the genetic etiology of non-syndromic congenital heart defects (NS-CHD) by analyzing t...
"Fully funded PhD Positions in Business and Management at Rotterdam School of Management, Erasmus University (RSM)",Erasmus University Rotterdam,"Rotterdam,, The Netherlands",Published 3 weeks ago,Closing on: 2025-01-15,PhD,https://academicpositions.com/ad/erasmus-university-rotterdam/2024/fully-funded-phd-positions-in-business-and-management-at-rotterdam-school-of-management-erasmus-university-rsm/225441,"*Four-year fully funded projects with possible extension and state-of-the-art facilities*Erasmus Research Institute of Management (ERIM) is the joint research institute of Rotterdam School of Management, Erasmus University (RSM) and the Erasmus Sc..."
"Fully funded PhD positions in Marketing Management at Rotterdam School of Management, Erasmus University (RSM)",Erasmus University Rotterdam,"Rotterdam,, The Netherlands",Published 3 weeks ago,Closing on: 2025-01-15,PhD,https://academicpositions.com/ad/erasmus-university-rotterdam/2024/fully-funded-phd-positions-in-marketing-management-at-rotterdam-school-of-management-erasmus-university-rsm/225443,"*Four-year fully funded projects with possible extension and state-of-the-art facilities*Erasmus Research Institute of Management (ERIM) is the joint research institute of Rotterdam School of Management, Erasmus University (RSM) and the Erasmus Sc..."
"Fully funded PhD Positions in Organisational Behaviour, Human Resource Management and Sustainability and Management at Rotterdam School of Management, Erasmus University (RSM)",Erasmus University Rotterdam,"Rotterdam,, The Netherlands",Published 3 weeks ago,Closing on: 2025-01-15,PhD,https://academicpositions.com/ad/erasmus-university-rotterdam/2024/fully-funded-phd-positions-in-organisational-behaviour-human-resource-management-and-sustainability-and-management-at-rotterdam-school-of-management-erasmus-university-rsm/225444,"*Four-year fully funded projects with possible extension and state-of-the-art facilities*Erasmus Research Institute of Management (ERIM) is the joint research institute of Rotterdam School of Management, Erasmus University (RSM) and the Erasmus Sc..."
"Fully funded PhD positions in Finance and Accounting at Rotterdam School of Management, Erasmus University (RSM)",Erasmus University Rotterdam,"Rotterdam,, The Netherlands",Published 3 weeks ago,Closing on: 2025-01-15,PhD,https://academicpositions.com/ad/erasmus-university-rotterdam/2024/fully-funded-phd-positions-in-finance-and-accounting-at-rotterdam-school-of-management-erasmus-university-rsm/225445,"*Four-year fully funded projects with possible extension and state-of-the-art facilities*Erasmus Research Institute of Management (ERIM) is the joint research institute of Rotterdam School of Management, Erasmus University (RSM) and the Erasmus Sc..."
"Fully funded PhD positions in Strategy and Entrepreneurship at Rotterdam School of Management, Erasmus University (RSM)",Erasmus University Rotterdam,"Rotterdam,, The Netherlands",Published 3 weeks ago,Closing on: 2025-01-15,PhD,https://academicpositions.com/ad/erasmus-university-rotterdam/2024/fully-funded-phd-positions-in-strategy-and-entrepreneurship-at-rotterdam-school-of-management-erasmus-university-rsm/225446,"*Four-year fully funded projects with possible extension and state-of-the-art facilities*Erasmus Research Institute of Management (ERIM) is the joint research institute of Rotterdam School of Management, Erasmus University (RSM) and the Erasmus Sc..."
"Fully funded PhD Positions in Business Processes, Logistics & Information Systems at Rotterdam School of Management, Erasmus University (RSM)",Erasmus University Rotterdam,"Rotterdam,, The Netherlands",Published 3 weeks ago,Closing on: 2025-01-15,PhD,https://academicpositions.com/ad/erasmus-university-rotterdam/2024/fully-funded-phd-positions-in-business-processes-logistics-information-systems-at-rotterdam-school-of-management-erasmus-university-rsm/225447,"* Four-year fully funded projects with possible extension and state-of-the-art facilities*Erasmus Research Institute of Management (ERIM) is the joint research institute of Rotterdam School of Management, Erasmus University (RSM) and the Erasmus S..."
PhD Candidate in Machine Learning Security & Testing,University of Luxembourg,Luxembourg,Published 4 days ago,Closing on: 2025-11-27,PhD,https://academicpositions.com/ad/university-of-luxembourg/2024/phd-candidate-in-machine-learning-security-testing/226259,"About the SnTThe University of Luxembourg is an international research university with a distinctly multilingual and interdisciplinary character.The Interdisciplinary Centre for Security, Reliabili..."
PhD student in real-time post-processing of Flood Forecasts in Alpine Space (f/m/d),"Swiss Federal Institute for Forest, Snow and Landscape Research WSL","Birmensdorf,, Switzerland",Published 3 weeks ago,Closing on: 2024-12-13,PhD,https://academicpositions.com/ad/swiss-federal-institute-for-forest-snow-and-landscape-research-wsl/2024/phd-student-in-real-time-post-processing-of-flood-forecasts-in-alpine-space-fmd/225460,"The Swiss Federal Institute for Forest, Snow and Landscape Research WSL is part of the ETH Domain. Approximately 600 people work on the sustainable use and protection of the environment and on the ..."
Doctoral researcher in chemical engineering,LUT University,"Lappeenranta,, Finland",Published 3 weeks ago,Closing on: 2025-12-06,PhD,https://academicpositions.com/ad/lut-university/2024/doctoral-researcher-in-chemical-engineering/225462,"The Department of Separation Science at LUT University is hiring a junior (doctoral) researcher with LUT Doctoral School funding for 2025–2028. The position is focused on materials science, chemical engineering, chemistry, environmental science or..."
"PhD scholarship at the Department of Anthropology, University of Copenhagen (UCPH)",University of Copenhagen,"Copenhagen,, Denmark",Published 6 days ago,Closing on: 2024-12-16,PhD,https://academicpositions.com/ad/university-of-copenhagen/2024/phd-scholarship-at-the-department-of-anthropology-university-of-copenhagen-ucph/226191,Applications are invited for a PhD scholarship at the Department of Anthropology. Enrolment will be at the Faculty of Social Sciences under Copenhagen Graduate School of Social Sciences.The position starting date is 1 March 2025.IntroductionThe pr...
10+ fully funded PhD positions at the IMPRS for Molecular Organ Biology,IMPRS for Molecular Organ Biology,"Bad Nauheim,, Germany",Published 3 weeks ago,Closing on: 2025-01-31,PhD,https://academicpositions.com/ad/imprs-for-molecular-organ-biology/2024/10-fully-funded-phd-positions-at-the-imprs-for-molecular-organ-biology/225468,Join the International Max Planck Research School for Molecular Organ Biology (IMPRS-MOB) and unlock a world of opportunities as a fully funded PhD candidate! IMPRS-MOB offers an innovative and dynamic graduate program in three prominent scientifi...
Two PhD positions on `Internet of Secure Things’ (INTERSECT),Eindhoven University of Technology,"Eindhoven,, The Netherlands",Published 3 weeks ago,Closing in: 7 days,PhD,https://academicpositions.com/ad/eindhoven-university-of-technology/2024/two-phd-positions-on-internet-of-secure-things-intersect/225475,"Position PhD-studentIrène Curie Fellowship NoDepartment(s) Mathematics and Computer ScienceFTE 1,0Date off 08/12/2024Reference number V32.7659Job descriptionThe digitalization of our society and our economy has led to a dependency on information a..."
PhD on the impact of outdoor lighting (and darkness) at cultural heritage sites,Eindhoven University of Technology,"Eindhoven,, The Netherlands",Published 3 weeks ago,Closing in: 5 days,PhD,https://academicpositions.com/ad/eindhoven-university-of-technology/2024/phd-on-the-impact-of-outdoor-lighting-and-darkness-at-cultural-heritage-sites/225476,"Are you fascinated by outdoor lighting? Eager to work on developing methods to evaluate the broad effects of lighting on residents and local communities? Passionate about multidisciplinary research and cross-cultural collaboration? If so, then thi..."
PhD Student - Department of Linguistics,Ghent University,"Ghent,, Belgium",Published 3 weeks ago,Closing on: 2024-12-18,PhD,https://academicpositions.com/ad/ghent-university/2024/phd-student-department-of-linguistics/225478,"Last application date Dec 18, 2024 00:00Department LW06 - Department of LinguisticsContract Limited durationDegree A master’s degree relevant to the research project (e.g. in Swedish linguistics or Scandinavian languages)Occupancy rate 100%Vacancy..."
Doctoral fellow - Department of Plants and Crops,Ghent University,"Ghent,, Belgium",Published 3 weeks ago,Closing on: 2024-12-10,PhD,https://academicpositions.com/ad/ghent-university/2024/doctoral-fellow-department-of-plants-and-crops/225479,"Last application date Dec 10, 2024 00:00Department LA21 - Department of Plants and CropsContract Limited durationDegree Master's degree in Bioscience Engineering, Industrial Sciences, Engineering or ChemistryOccupancy rate 100%Vacancy type Researc..."
